Input,Pred,Gold
Ia memesan gado-gado because [LABELS_CHOICE],1,1
Ia pergi ke Semeru because [LABELS_CHOICE],0,1
Ia membeli sekoteng because [LABELS_CHOICE],0,1
BJ Habibi adalah idolanya therefore [LABELS_CHOICE],1,0
Langit-langit rumah terlihat sangat berdebu therefore [LABELS_CHOICE],1,0
Ayah memiliki kakaktua therefore [LABELS_CHOICE],0,0
Bank itu memberi bunga yang tinggi therefore [LABELS_CHOICE],0,1
"Setiap akhir pekan, kakak bekerja sebagai tukang ojek therefore [LABELS_CHOICE]",1,1
Ia ingin mengikuti jejak Susi Susanti therefore [LABELS_CHOICE],1,0
Ia masuk ke gang buntu therefore [LABELS_CHOICE],1,1
Ia ingin mendaki Gunung Bromo therefore [LABELS_CHOICE],1,1
Dia memesan menu internet di warkop therefore [LABELS_CHOICE],0,1
Perilaku orang tersebut seperti anjing therefore [LABELS_CHOICE],0,1
"Pagi ini, ia memakai pakaian putih abu-abu therefore [LABELS_CHOICE]",1,1
Ia akan memasak ketupat therefore [LABELS_CHOICE],1,1
Mereka pakai obat anti nyamuk because [LABELS_CHOICE],1,1
Ia ingin melihat terumbu karang therefore [LABELS_CHOICE],0,0
Ia kecopetan therefore [LABELS_CHOICE],1,1
Ia ingin melihat padi therefore [LABELS_CHOICE],1,0
Ia ingin melihat kuda therefore [LABELS_CHOICE],0,1
Ia ingin berenang di laut therefore [LABELS_CHOICE],1,1
Mereka akan memasak rawon therefore [LABELS_CHOICE],1,0
Mereka ingin melihat api biru therefore [LABELS_CHOICE],1,0
Tsunami 2004 menghancurkan rumahnya because [LABELS_CHOICE],0,1
Jari kelingkingnya dilumuri tinta because [LABELS_CHOICE],0,0
Pria itu tidak percaya mitos Pantai Selatan because [LABELS_CHOICE],1,1
Ia berangkat bekerja menggunakan seragam berwarna coklat because [LABELS_CHOICE],0,1
Ia memasak ketupat dan opor ayam because [LABELS_CHOICE],1,0
Mereka menyanyikan lagu Indonesia Raya because [LABELS_CHOICE],1,0
Mereka masuk ke jalan tikus because [LABELS_CHOICE],1,0
Mereka memasang bendera merah putih di rumah because [LABELS_CHOICE],0,1
Perempuan itu membawa mukena because [LABELS_CHOICE],1,0
Mereka pergi ke Gunung Tangkuban Perahu because [LABELS_CHOICE],0,0
Ia ingin sarapan therefore [LABELS_CHOICE],1,1
Pelayan menaruh mangkuk kecil berisi air dengan potongan limau therefore [LABELS_CHOICE],0,0
Mereka akan pergi ke Kota Tua siang ini therefore [LABELS_CHOICE],0,0
Mereka ingin belajar musik tradisional Indonesia therefore [LABELS_CHOICE],0,0
Perempuan Jawa itu akan menikah therefore [LABELS_CHOICE],1,1
Adzan Magrib mulai dikumandangkan  therefore [LABELS_CHOICE],1,1
"Dari Jakarta, ia ingin ke Surabaya dengan cepat therefore [LABELS_CHOICE]",0,1
Ia membeli tiket bus because [LABELS_CHOICE],0,0
Jalanan becek akibar hujan therefore [LABELS_CHOICE],1,0
Ia mencari oleh-oleh kain khas Indonesia therefore [LABELS_CHOICE],1,1
ia buang air besar because [LABELS_CHOICE],0,0
Ia pergi ke salon untuk sulam alis because [LABELS_CHOICE],1,1
Kakak kesal karena adik terus membeo because [LABELS_CHOICE],0,1
Ia dibawa ke kantor polisi akibat mencuri televisi because [LABELS_CHOICE],1,0
ia memiliki banyak teman because [LABELS_CHOICE],0,0
Ia menyelesaikan konflik tersebut dengan kepala dingin therefore [LABELS_CHOICE],0,1
Ia melihat pedagang kaki lima di pinggir jalan therefore [LABELS_CHOICE],1,1
Rumahnya ditelan si jago merah therefore [LABELS_CHOICE],0,0
kasus perceraian tersebut didiskusikan di meja hijau therefore [LABELS_CHOICE],1,1
perempuan itu pulang kampung setelah berbadan dua therefore [LABELS_CHOICE],1,1
"Sepulang sekolah, anak itu dimarahi oleh ayahnya because [LABELS_CHOICE]",1,1
Laki-laki itu masuk rumah sakit karena kakinya tersayat pisau dan luka parah because [LABELS_CHOICE],0,1
Pagi ini ada bus antarkota lewat di depan rumahku therefore [LABELS_CHOICE],0,1
Tetangga sebelah tiba-tiba kaya therefore [LABELS_CHOICE],1,0
Laki-laki itu dianggap sebagai preman di kampung ini because [LABELS_CHOICE],0,0
Orang itu suka sekali membeli kretek therefore [LABELS_CHOICE],0,1
Dia dijuluki genderuwo di sekolah because [LABELS_CHOICE],0,0
Nenek telah lama bekerja sebagai tukang urut therefore [LABELS_CHOICE],1,0
Bibi kesulitan menggendong si adik bayi because [LABELS_CHOICE],0,1
Gigi kakek patah saat makan nasi because [LABELS_CHOICE],1,0
Perempuan itu sangat malas naik angkot because [LABELS_CHOICE],1,0
Kolesterol pak haji naik parah because [LABELS_CHOICE],0,0
Hari ini kami merayakan lebaran haji therefore [LABELS_CHOICE],0,0
Kakinya diperban karena luka bakar because [LABELS_CHOICE],1,0
"Adik menangis karena, setelah diperiksa, handphonenya diambil ayah because [LABELS_CHOICE]",0,0
Ia adalah anak yang paling pendek di kelas therefore [LABELS_CHOICE],0,0
"Saat menyetir, Bapak terkena jebakan batman therefore [LABELS_CHOICE]",1,0
"Setelah melahirkan, ibu itu bingung karena dia tinggal di apartemen because [LABELS_CHOICE]",0,1
Aku dan istriku sedang terjebak macet therefore [LABELS_CHOICE],1,1
Pelayan itu membawakan bejana berisi air dengan irisan jeruk nipis therefore [LABELS_CHOICE],0,1
Tanteku sedang butuh uang dengan cepat therefore [LABELS_CHOICE],0,1
"Seorang ibu-ibu pemotor tidak berhelm, tanpa lampu sen, menabrak sebuah mobil therefore [LABELS_CHOICE]",0,0
Dia mengikuti kompetisi penyampaian kuliah tujuh menit because [LABELS_CHOICE],1,0
"Di musim penghujan ini, kampungku sedang mengadakan fogging because [LABELS_CHOICE]",1,0
Seorang ahli nujum memperkirakan rumah sakit ini dihantui oleh suster ngesot because [LABELS_CHOICE],0,1
Ayah gundah apakah ia harus membawa mobilnya ke tempat cuci sekarang because [LABELS_CHOICE],1,1
Kakaknya tertangkap basah saat ujian because [LABELS_CHOICE],1,1
Kakak mengikuti kompetisi olahraga gerak jalan therefore [LABELS_CHOICE],1,0
Ibu takut sakit saat melahirkan therefore [LABELS_CHOICE],0,1
Seorang satpam sedang lapar saat berjaga therefore [LABELS_CHOICE],0,1
Seorang tukang jamu digerebek oleh polisi because [LABELS_CHOICE],0,1
Tarkam di daerah ini dilarang oleh polisi because [LABELS_CHOICE],1,1
Ia terkenal sebagai mahasiswa yang kuliah pulang kuliah pulang therefore [LABELS_CHOICE],0,1
Ibu-ibu desa itu mengomel-omel setelah pulang dari restoran steak yang mahal ini because [LABELS_CHOICE],1,0
Kakak perempuanku yang berumur 25 tahun pergi ke pernikahan sepupunya therefore [LABELS_CHOICE],1,0
Dia adalah anak anggota rohis kampus therefore [LABELS_CHOICE],0,1
Dia adalah anak yang rajin ke gereja therefore [LABELS_CHOICE],1,1
Saldo e-money-nya habis therefore [LABELS_CHOICE],0,1
Almarhumah dikenal sebagai pejuang agama yang baik therefore [LABELS_CHOICE],1,1
Adikku dan teman-temannya mengenakan pakaian adat di sekolahnya because [LABELS_CHOICE],1,1
Listrik di rumah mati because [LABELS_CHOICE],0,1
Kakak pergi ke bengkel Yamaha because [LABELS_CHOICE],1,1
Malam-malam begini saya kelaparan therefore [LABELS_CHOICE],1,1
Ia dijuluki sebagai budak kapitalis because [LABELS_CHOICE],1,0
Kakak sangat senang olahraga murah di Senayan therefore [LABELS_CHOICE],1,1
Adik dihukum di sekolah because [LABELS_CHOICE],0,1
Sate kambing yang saya beli tadi rasanya hambar because [LABELS_CHOICE],0,0
Dia sering mendapatkan nilai jelek di kelasnya therefore [LABELS_CHOICE],1,0
Adik pergi ke dokter karena sakit gigi because [LABELS_CHOICE],0,1
Pak RT dianggap sebagai orang yang cukup kaya because [LABELS_CHOICE],0,1
Pak RW adalah seorang hipster therefore [LABELS_CHOICE],0,1
Besok adik akan mengikuti SNMPTN therefore [LABELS_CHOICE],0,0
"Di lampu merah, ada mas-mas yang berjualan Kompas therefore [LABELS_CHOICE]",1,1
Ibu tengah menyemprot rumah dengan anti nyamuk therefore [LABELS_CHOICE],1,0
Pegawai kantor itu tidak punya BPJS therefore [LABELS_CHOICE],0,1
Pandemi COVID-19 menyebabkan banyak ASN bekerja dari rumah therefore [LABELS_CHOICE],0,0
Rumah paman banyak dipasang gambar hewan bermoncong putih because [LABELS_CHOICE],0,1
Di ruas jalan itu sedang diberlakukan contraflow because [LABELS_CHOICE],1,1
Anak itu tidak lulus ujian praktek Penjaskes because [LABELS_CHOICE],0,0
Kakak malas mengurus STNK sendiri therefore [LABELS_CHOICE],0,0
Majapahit adalah kerajaan terbesar dalam sejarah Indonesia because [LABELS_CHOICE],1,1
Anak itu sering sekali makan Indomie therefore [LABELS_CHOICE],0,1
Perempuan itu sampai ke puncak Gunung Ijen therefore [LABELS_CHOICE],1,1
Ia sedang ingin makanan Jepang therefore [LABELS_CHOICE],0,1
Banyak orang yang suka berbelanja di Shopee because [LABELS_CHOICE],1,1
Toko ini kehabisan stok ayam because [LABELS_CHOICE],0,0
Toko ini menjual alkohol therefore [LABELS_CHOICE],0,1
Adik tinggal di bawah SUTET therefore [LABELS_CHOICE],1,0
Budi kecewa saat membeli tahu sumedang di toko itu because [LABELS_CHOICE],0,0
Ibu membeli santan di pasar because [LABELS_CHOICE],1,0
Saya mau beli salonpas because [LABELS_CHOICE],1,1
Bapak ingin menjalani hidup yang halal therefore [LABELS_CHOICE],1,0
Pak Haji bertanya-tanya apakah makanan hari ini halal because [LABELS_CHOICE],0,0
Nenek tidak suka makan sashimi because [LABELS_CHOICE],0,1
Ia gatal-gatal setelah makan sup asparagus because [LABELS_CHOICE],1,0
Temanku sehari minum kopi banyak sekali therefore [LABELS_CHOICE],1,0
Saya ingin naik taksi online mercy therefore [LABELS_CHOICE],0,0
Kerja SAMSAT tersendat dalam memroses banyaknya pembelian mobil pribadi baru because [LABELS_CHOICE],0,1
Aksi damai mengenang pahlawan reformasi menghambat lalu lintas di lokasi therefore [LABELS_CHOICE],1,0
Pada tanggal 4 Juni kemarin restoran di mall banyak yang ramai because [LABELS_CHOICE],1,1
Adik sedih setelah membeli telur gulung di depan sekolah therefore [LABELS_CHOICE],1,0
Air minum di rumah habis therefore [LABELS_CHOICE],0,0
Adik senang makanan hari ini because [LABELS_CHOICE],1,0
Paman hobi main domino therefore [LABELS_CHOICE],1,1
Kakak maju menjadi calon ketua OSIS because [LABELS_CHOICE],1,0
"Walaupun murah, warung bakso itu sepi pembeli because [LABELS_CHOICE]",0,0
Warung soto di pojokan selalu ramai dan rasanya sangat enak therefore [LABELS_CHOICE],0,1
"Adik sedang memesan bakso, tapi dia sedang ingin hidup sehat therefore [LABELS_CHOICE]",1,0
Bapak hendak berangkat sholat Jumat therefore [LABELS_CHOICE],0,0
Kakak sedang latihan Paskibra because [LABELS_CHOICE],0,1
Kakek adalah alumni 212 therefore [LABELS_CHOICE],0,0
Paman suka mengoleksi replika kapak 212 therefore [LABELS_CHOICE],0,1
Anak SMA itu membawa sabit di dalam tasnya because [LABELS_CHOICE],1,0
Anak SD Negeri itu berangkat sekolah di hari senin therefore [LABELS_CHOICE],1,1
"Setiap tahun, seringkali tetanggaku merayakan Idul Qurban sehari lebih awal because [LABELS_CHOICE]",0,0
Ayah pulang malam selepas main karambol therefore [LABELS_CHOICE],1,1
"Setelah pulang, sang suami dimarahi oleh sang istri because [LABELS_CHOICE]",1,0
"Di tengah Ospek, para mahasiswa baru dimarahi oleh seniornya because [LABELS_CHOICE]",1,0
"Pada 17 Juli, aku mengendarai mobil dengan plat nomor N9EWE ke jalanan utama Jakarta because [LABELS_CHOICE]",0,0
Lebaran haji sudah dekat therefore [LABELS_CHOICE],0,1
Ayah sedang kebakaran jenggot therefore [LABELS_CHOICE],0,1
"Tahun lalu, kambing di peternakan paman ada 6 ekor, tapi hari ini sudah 10 ekor saja because [LABELS_CHOICE]",0,0
Ia ragu-ragu saat ingin membeli komputer bekas secara daring tanpa foto ataupun video yang jelas because [LABELS_CHOICE],1,0
Pekerjaannya terasa seperti menegakkan benang basah therefore [LABELS_CHOICE],1,0
Aku sedang membantu kakek yang kesulitan mengurus sumur dan ladangnya yang kotor therefore [LABELS_CHOICE],0,0
Ia malu karena merasa dia dan kakaknya bagaikan bumi dan langit because [LABELS_CHOICE],0,0
Paman membayar temannya untuk mencarikan kambing hitam untuk peristiwa itu because [LABELS_CHOICE],0,0
Kakak sedang mencari tambatan hati therefore [LABELS_CHOICE],0,0
Di hari yang kelabu ini seluruh warga tengah berkumpul untuk memberikan penghormatan therefore [LABELS_CHOICE],1,1
Adik hari ini tengah mengikuti reuni sekolahnya therefore [LABELS_CHOICE],0,0
Adik menggunakan rumus abc because [LABELS_CHOICE],1,1
Kakek suka sambil menyelam minum air therefore [LABELS_CHOICE],1,0
Papa dimarahi mama karena terlalu boros because [LABELS_CHOICE],0,0
Adik mendengar petir di siang bolong therefore [LABELS_CHOICE],0,0
Ia adalah penyelam yang memiliki jam terbang yang tinggi because [LABELS_CHOICE],1,0
"Akibat cedera, dengan sedih hati pemain bola itu memikirkan untuk mengakhiri karirnya therefore [LABELS_CHOICE]",0,1
Kakak berberat hati mendonorkan hatinya untuk ayah because [LABELS_CHOICE],1,1
Kampung ini penuh dengan sampah masyarakat because [LABELS_CHOICE],1,0
Dia adalah preman yang bolak-balik masuk penjara therefore [LABELS_CHOICE],0,1
Pertemuan ini sudah berjalan lama sekali because [LABELS_CHOICE],0,0
